UID,movie,how_long_ago
1505,Forrest Gump (1994),1to5
1505,"Lion King, The (1994)",gt10
1506,Willy Wonka & the Chocolate Factory (1971),1to5
1506,Independence Day (a.k.a. ID4) (1996),6to10
1506,"Silence of the Lambs, The (1991)",1to5
1506,"Usual Suspects, The (1995)",1to5
1506,Forrest Gump (1994),6to10
1506,Kill Bill: Vol. 1 (2003),1
1506,Fight Club (1999),6to10
1506,"Nightmare Before Christmas, The (1993)",6to10
1506,"Pianist, The (2002)",1to5
1507,Lethal Weapon 3 (1992),gt10
1507,Fargo (1996),gt10
1507,Natural Born Killers (1994),gt10
1507,Best in Show (2000),6to10
1507,Forrest Gump (1994),gt10
1507,Edward Scissorhands (1990),gt10
1507,Clear and Present Danger (1994),gt10
1507,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1507,"Silence of the Lambs, The (1991)",gt10
1507,Fight Club (1999),gt10
1508,Toy Story (1995),gt10
1508,"Shawshank Redemption, The (1994)",1
1508,Princess Mononoke (Mononoke-hime) (1997),1to5
1508,"Pianist, The (2002)",6to10
1508,Forrest Gump (1994),1to5
1508,Monty Python's Life of Brian (1979),1to5
1508,"Silence of the Lambs, The (1991)",1
1508,Jurassic Park (1993),6to10
1508,"Clockwork Orange, A (1971)",1
1508,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1509,Batman Forever (1995),1to5
1509,Beetlejuice (1988),gt10
1509,"Shawshank Redemption, The (1994)",6to10
1509,Braveheart (1995),6to10
1509,Alien (1979),1to5
1509,"Silence of the Lambs, The (1991)",1to5
1509,Dead Man Walking (1995),1to5
1509,"Lord of the Rings: The Two Towers, The (2002)",6to10
1509,"Godfather: Part II, The (1974)",6to10
1509,"Matrix Reloaded, The (2003)",6to10
1514,Forrest Gump (1994),-1
1514,Batman Forever (1995),-1
1514,"Matrix, The (1999)",1to5
1514,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),1to5
1514,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1514,"Silence of the Lambs, The (1991)",1to5
1514,Beauty and the Beast (1991),-1
1514,Austin Powers: International Man of Mystery (1997),-1
1514,"Matrix Reloaded, The (2003)",1to5
1514,Memento (2000),1to5
1515,Austin Powers: International Man of Mystery (1997),gt10
1515,Ace Ventura: Pet Detective (1994),gt10
1515,"Matrix, The (1999)",1to5
1515,Titanic (1997),1to5
1515,"Lord of the Rings: The Two Towers, The (2002)",1to5
1516,Independence Day (a.k.a. ID4) (1996),6to10
1516,Dumb & Dumber (1994),gt10
1516,Beauty and the Beast (1991),1to5
1516,Forrest Gump (1994),6to10
1516,Babe (1995),6to10
1516,"Shawshank Redemption, The (1994)",6to10
1516,Star Wars: Episode IV - A New Hope (1977),gt10
1516,"Mask, The (1994)",gt10
1516,Kill Bill: Vol. 2 (2004),6to10
1516,"Princess Bride, The (1987)",1to5
1519,Mulholland Drive (2001),1to5
1519,Fahrenheit 9/11 (2004),6to10
1519,You've Got Mail (1998),1to5
1519,It's a Wonderful Life (1946),6to10
1519,Seven (a.k.a. Se7en) (1995),6to10
1519,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1519,Pretty Woman (1990),6to10
1519,"Godfather: Part II, The (1974)",6to10
1519,"Lord of the Rings: The Two Towers, The (2002)",gt10
1519,National Treasure (2004),1to5
1524,"Silence of the Lambs, The (1991)",gt10
1524,Fahrenheit 9/11 (2004),gt10
1524,My Cousin Vinny (1992),gt10
1524,"Shawshank Redemption, The (1994)",6to10
1524,"Lion King, The (1994)",1to5
1524,Pirates of the Caribbean: The Curse of the Black Pearl (2003),6to10
1524,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1524,Bend It Like Beckham (2002),1to5
1524,L.A. Confidential (1997),1to5
1524,Dogma (1999),gt10
1526,Mission: Impossible II (2000),gt10
1526,Pirates of the Caribbean: The Curse of the Black Pearl (2003),gt10
1527,Apocalypse Now (1979),6to10
1527,Casablanca (1942),6to10
1527,Blade Runner (1982),1to5
1527,Aladdin (1992),6to10
1527,This Is Spinal Tap (1984),-1
1527,"Silence of the Lambs, The (1991)",-1
1527,You've Got Mail (1998),6to10
1527,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1527,Die Hard (1988),6to10
1527,Jurassic Park (1993),gt10
1528,"Princess Bride, The (1987)",gt10
1528,"Blair Witch Project, The (1999)",gt10
1528,"Silence of the Lambs, The (1991)",gt10
1528,Batman Forever (1995),gt10
1528,Fahrenheit 9/11 (2004),gt10
1528,Forrest Gump (1994),gt10
1528,Blade Runner (1982),gt10
1528,"Shawshank Redemption, The (1994)",gt10
1528,American History X (1998),6to10
1528,Mrs. Doubtfire (1993),gt10
1537,Fight Club (1999),1to5
1537,"Godfather, The (1972)",1to5
1537,Forrest Gump (1994),1to5
1537,Star Wars: Episode VI - Return of the Jedi (1983),1to5
1537,Batman Forever (1995),6to10
1537,"Silence of the Lambs, The (1991)",1to5
1538,Charlie's Angels (2000),1to5
1538,American History X (1998),6to10
1538,Austin Powers: International Man of Mystery (1997),6to10
1538,Independence Day (a.k.a. ID4) (1996),1
1538,"Pianist, The (2002)",1to5
1538,Pi (1998),6to10
1538,Forrest Gump (1994),1
1538,Dumb & Dumber (1994),1
1538,"Day After Tomorrow, The (2004)",1
1538,"Shawshank Redemption, The (1994)",1to5
1540,Toy Story (1995),1to5
1540,Pirates of the Caribbean: Dead Man's Chest (2006),1to5
1540,Jurassic Park (1993),1to5
1540,"Shawshank Redemption, The (1994)",1
1540,Slumdog Millionaire (2008),1
1540,"Lion King, The (1994)",1
1540,"Truman Show, The (1998)",1
1540,Forrest Gump (1994),1
1541,"Fifth Element, The (1997)",1to5
1541,Star Wars: Episode V - The Empire Strikes Back (1980),1to5
1541,"Shawshank Redemption, The (1994)",6to10
1541,Apocalypse Now (1979),6to10
1541,"Wizard of Oz, The (1939)",gt10
1541,Schindler's List (1993),gt10
1541,Independence Day (a.k.a. ID4) (1996),gt10
1541,"Mask, The (1994)",gt10
1541,Dances with Wolves (1990),gt10
1541,Forrest Gump (1994),gt10
1543,Titanic (1997),1to5
1543,"Shawshank Redemption, The (1994)",1to5
1543,"Lord of the Rings: The Two Towers, The (2002)",6to10
1543,"Silence of the Lambs, The (1991)",1to5
1543,Austin Powers: The Spy Who Shagged Me (1999),6to10
1543,Die Hard (1988),1to5
1545,Twister (1996),gt10
1545,Kill Bill: Vol. 1 (2003),gt10
1545,"O Brother, Where Art Thou? (2000)",gt10
1545,"Truman Show, The (1998)",gt10
1545,Fight Club (1999),gt10
1545,Beetlejuice (1988),gt10
1545,"Silence of the Lambs, The (1991)",gt10
1545,"Godfather, The (1972)",gt10
1545,"Shawshank Redemption, The (1994)",gt10
1549,Ace Ventura: When Nature Calls (1995),gt10
1549,Terminator 2: Judgment Day (1991),1to5
1549,Mission: Impossible II (2000),1to5
1549,National Treasure (2004),6to10
1549,Mulholland Drive (2001),gt10
1549,Saving Private Ryan (1998),1
1549,"Clockwork Orange, A (1971)",gt10
1549,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1549,Wild Wild West (1999),gt10
1549,Beetlejuice (1988),gt10
1562,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1562,Beauty and the Beast (1991),6to10
1562,Dark City (1998),6to10
1562,Batman (1989),6to10
1562,Blade Runner (1982),gt10
1562,Charlie's Angels (2000),1
1562,"Shawshank Redemption, The (1994)",1
1562,Men in Black (a.k.a. MIB) (1997),1
1562,"Matrix, The (1999)",1
1562,Pirates of the Caribbean: The Curse of the Black Pearl (2003),1
1566,Jurassic Park (1993),gt10
1566,"Shawshank Redemption, The (1994)",1to5
1566,Austin Powers: International Man of Mystery (1997),6to10
1566,Beetlejuice (1988),6to10
1566,Lethal Weapon 3 (1992),gt10
1566,M*A*S*H (a.k.a. MASH) (1970),gt10
1566,Batman Forever (1995),6to10
1566,Toy Story (1995),1to5
1566,Clerks (1994),6to10
1566,Forrest Gump (1994),6to10
1591,"Rock, The (1996)",1to5
1591,Mission: Impossible II (2000),6to10
1591,Monsoon Wedding (2001),gt10
1591,You've Got Mail (1998),gt10
1591,"Silence of the Lambs, The (1991)",gt10
1591,"Day After Tomorrow, The (2004)",1to5
1591,Toy Story (1995),gt10
1591,"Lion King, The (1994)",gt10
1591,Star Wars: Episode VI - Return of the Jedi (1983),1
1591,Star Wars: Episode IV - A New Hope (1977),1
1598,"Matrix Reloaded, The (2003)",6to10
1598,Pretty Woman (1990),gt10
1598,"Silence of the Lambs, The (1991)",6to10
1598,Pirates of the Caribbean: Dead Man's Chest (2006),1to5
1598,"Goonies, The (1985)",1to5
1598,Forrest Gump (1994),6to10
1598,"Godfather, The (1972)",6to10
1598,Kill Bill: Vol. 2 (2004),1to5
1598,Stargate (1994),1
1598,Star Wars: Episode V - The Empire Strikes Back (1980),1
1599,Apollo 13 (1995),gt10
1599,Austin Powers: International Man of Mystery (1997),gt10
1599,"English Patient, The (1996)",gt10
1599,"Silence of the Lambs, The (1991)",gt10
1599,Epic Movie (2007),6to10
1599,Ace Ventura: When Nature Calls (1995),gt10
1599,Forrest Gump (1994),gt10
1599,"Truman Show, The (1998)",gt10
1599,Apocalypse Now (1979),gt10
1599,Pulp Fiction (1994),gt10
1600,Contact (1997),gt10
1600,Austin Powers: International Man of Mystery (1997),gt10
1600,Total Recall (1990),gt10
1600,"Shawshank Redemption, The (1994)",1to5
1600,Ace Ventura: Pet Detective (1994),gt10
1600,Pirates of the Caribbean: Dead Man's Chest (2006),gt10
1600,"Truman Show, The (1998)",gt10
1601,"Silence of the Lambs, The (1991)",1to5
1601,"Mask, The (1994)",6to10
1601,"Shawshank Redemption, The (1994)",6to10
1601,Back to the Future (1985),6to10
1601,Terminator 2: Judgment Day (1991),1to5
1601,Independence Day (a.k.a. ID4) (1996),6to10
1603,"Clockwork Orange, A (1971)",1
1603,"Silence of the Lambs, The (1991)",1to5
1603,"Matrix Reloaded, The (2003)",1
1603,Chinatown (1974),1
1603,Back to the Future (1985),1
1603,Six Days Seven Nights (1998),1to5
1603,Titanic (1997),1to5
1603,Pirates of the Caribbean: Dead Man's Chest (2006),1
1603,"Shawshank Redemption, The (1994)",1to5
1603,Apocalypse Now (1979),1
1606,Saving Private Ryan (1998),gt10
1606,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),gt10
1606,True Lies (1994),gt10
1606,Men in Black (a.k.a. MIB) (1997),gt10
1606,Jurassic Park (1993),gt10
1606,Kill Bill: Vol. 1 (2003),gt10
1606,Twister (1996),gt10
1607,M*A*S*H (a.k.a. MASH) (1970),gt10
1607,Titanic (1997),gt10
1607,Mrs. Doubtfire (1993),gt10
1607,"Silence of the Lambs, The (1991)",1to5
1607,Apollo 13 (1995),6to10
1607,"Shawshank Redemption, The (1994)",6to10
1607,Alien (1979),6to10
1607,Saving Private Ryan (1998),gt10
1607,Groundhog Day (1993),1to5
1607,Aliens (1986),-1
1610,Austin Powers: The Spy Who Shagged Me (1999),gt10
1610,Men in Black (a.k.a. MIB) (1997),gt10
1610,Mission: Impossible II (2000),gt10
1611,"Shawshank Redemption, The (1994)",gt10
1611,"Silence of the Lambs, The (1991)",6to10
1611,Blade Runner (1982),6to10
1611,Mulholland Drive (2001),6to10
1611,Pirates of the Caribbean: The Curse of the Black Pearl (2003),1to5
1611,Edward Scissorhands (1990),6to10
1611,Schindler's List (1993),1to5
1611,American History X (1998),1to5
1611,Pulp Fiction (1994),1to5
1611,Into the Wild (2007),1
1613,Wild Wild West (1999),1to5
1613,"Mask, The (1994)",1
1613,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1
1613,"Silence of the Lambs, The (1991)",1to5
1613,Kill Bill: Vol. 2 (2004),1to5
1613,Austin Powers: International Man of Mystery (1997),1to5
1613,"Lion King, The (1994)",1
1613,"Shawshank Redemption, The (1994)",1
1613,"Matrix Reloaded, The (2003)",1to5
1613,"Godfather: Part II, The (1974)",1
1614,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1614,Star Wars: Episode VI - Return of the Jedi (1983),1
1614,"O Brother, Where Art Thou? (2000)",1to5
1614,Kill Bill: Vol. 1 (2003),1to5
1614,"Silence of the Lambs, The (1991)",1
1614,Blade Runner (1982),1
1617,Men in Black (a.k.a. MIB) (1997),gt10
1617,"Silence of the Lambs, The (1991)",6to10
1617,"Clockwork Orange, A (1971)",6to10
1617,Taxi Driver (1976),6to10
1617,"Shawshank Redemption, The (1994)",6to10
1617,Requiem for a Dream (2000),6to10
1617,Kill Bill: Vol. 2 (2004),6to10
1617,Pretty Woman (1990),gt10
1617,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1617,American History X (1998),6to10
1626,Princess Mononoke (Mononoke-hime) (1997),gt10
1626,Monty Python's Life of Brian (1979),gt10
1626,Fargo (1996),gt10
1626,"Lord of the Rings: The Two Towers, The (2002)",6to10
1626,"Godfather: Part II, The (1974)",gt10
1626,Kill Bill: Vol. 2 (2004),6to10
1626,Aliens (1986),gt10
1626,Pulp Fiction (1994),gt10
1626,"Shawshank Redemption, The (1994)",1to5
1626,Blue Velvet (1986),gt10
1627,"Matrix Reloaded, The (2003)",6to10
1627,Beauty and the Beast (1991),1to5
1627,"Nightmare Before Christmas, The (1993)",1to5
1627,Contact (1997),6to10
1627,One Flew Over the Cuckoo's Nest (1975),1
1627,Pretty Woman (1990),1to5
1627,Life Is Beautiful (La Vita è bella) (1997),1to5
1627,Star Wars: Episode VI - Return of the Jedi (1983),1to5
1627,"Silence of the Lambs, The (1991)",1to5
1627,Back to the Future (1985),1
1630,"Pagemaster, The (1994)",6to10
1630,"Rock, The (1996)",gt10
1630,Brazil (1985),gt10
1630,Minority Report (2002),gt10
1630,Batman Forever (1995),gt10
1630,Pirates of the Caribbean: The Curse of the Black Pearl (2003),6to10
1630,"Day After Tomorrow, The (2004)",gt10
1630,"Silence of the Lambs, The (1991)",gt10
1630,Back to the Future (1985),6to10
1630,"Matrix, The (1999)",6to10
1631,Epic Movie (2007),1to5
1631,Eternal Sunshine of the Spotless Mind (2004),1to5
1631,"Silence of the Lambs, The (1991)",6to10
1631,"Day After Tomorrow, The (2004)",1to5
1631,American Beauty (1999),6to10
1631,Babe (1995),6to10
1631,Waterworld (1995),gt10
1631,Total Recall (1990),6to10
1631,Pirates of the Caribbean: The Curse of the Black Pearl (2003),1to5
1631,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1632,"Mask, The (1994)",1to5
1632,Star Wars: Episode IV - A New Hope (1977),1to5
1632,Edward Scissorhands (1990),1to5
1632,"Nightmare Before Christmas, The (1993)",1
1633,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",6to10
1633,"Silence of the Lambs, The (1991)",gt10
1633,Die Hard (1988),1to5
1633,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1633,Toy Story (1995),1to5
1633,"Shawshank Redemption, The (1994)",6to10
1633,Austin Powers: International Man of Mystery (1997),6to10
1633,Jurassic Park (1993),1
1633,Kill Bill: Vol. 2 (2004),1to5
1633,Wild Wild West (1999),1to5
1637,"Lion King, The (1994)",-1
1637,Wild Wild West (1999),-1
1637,Waterworld (1995),-1
1637,Taxi Driver (1976),-1
1637,Dumb & Dumber (1994),-1
1637,Requiem for a Dream (2000),-1
1637,Austin Powers: International Man of Mystery (1997),-1
1637,"Silence of the Lambs, The (1991)",-1
1637,Maverick (1994),-1
1637,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),-1
1638,Get Shorty (1995),1to5
1638,Batman Forever (1995),1to5
1638,Fight Club (1999),6to10
1638,"Godfather, The (1972)",gt10
1638,"Silence of the Lambs, The (1991)",1to5
1638,American Beauty (1999),1to5
1638,Charlie's Angels (2000),1to5
1638,Ace Ventura: When Nature Calls (1995),6to10
1638,Mulholland Drive (2001),1to5
1638,Braveheart (1995),6to10
1640,Pirates of the Caribbean: The Curse of the Black Pearl (2003),gt10
1640,Edward Scissorhands (1990),gt10
1640,"Princess Bride, The (1987)",gt10
1640,"Silence of the Lambs, The (1991)",gt10
1641,Blade Runner (1982),gt10
1641,"Matrix Reloaded, The (2003)",gt10
1641,"Mask, The (1994)",gt10
1641,Stargate (1994),gt10
1641,Seven (a.k.a. Se7en) (1995),gt10
1641,One Flew Over the Cuckoo's Nest (1975),gt10
1641,"Day After Tomorrow, The (2004)",6to10
1641,Fahrenheit 9/11 (2004),gt10
1641,"Silence of the Lambs, The (1991)",gt10
1641,"Shawshank Redemption, The (1994)",1
1654,"Matrix Reloaded, The (2003)",gt10
1654,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1654,Six Days Seven Nights (1998),gt10
1654,Pirates of the Caribbean: Dead Man's Chest (2006),gt10
1654,Lethal Weapon 3 (1992),gt10
1654,"Wizard of Oz, The (1939)",gt10
1654,"Silence of the Lambs, The (1991)",gt10
1654,"Day After Tomorrow, The (2004)",gt10
1654,Kill Bill: Vol. 2 (2004),gt10
1654,Twister (1996),gt10
1655,Dark City (1998),gt10
1655,Blue Velvet (1986),gt10
1655,"South Park: Bigger, Longer and Uncut (1999)",1to5
1655,Aladdin (1992),1
1655,"Silence of the Lambs, The (1991)",6to10
1655,Apocalypse Now (1979),1to5
1655,"Godfather: Part II, The (1974)",6to10
1655,Toy Story (1995),1
1655,Die Hard (1988),1to5
1655,Back to the Future Part III (1990),1
1656,Hoop Dreams (1994),1to5
1656,Princess Mononoke (Mononoke-hime) (1997),1to5
1656,"Clockwork Orange, A (1971)",6to10
1656,Alien (1979),6to10
1656,"Shawshank Redemption, The (1994)",6to10
1656,Eternal Sunshine of the Spotless Mind (2004),1to5
1656,"Silence of the Lambs, The (1991)",1to5
1656,Trainspotting (1996),6to10
1656,Being John Malkovich (1999),6to10
1656,Babe (1995),gt10
1660,Aliens (1986),6to10
1660,Pulp Fiction (1994),1
1660,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",6to10
1660,Waterworld (1995),6to10
1660,"Silence of the Lambs, The (1991)",1
1660,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1660,"Lion King, The (1994)",gt10
1660,True Lies (1994),1to5
1660,Batman Forever (1995),1to5
1660,One Flew Over the Cuckoo's Nest (1975),1
1662,Minority Report (2002),1to5
1662,Monsoon Wedding (2001),6to10
1662,Dead Man Walking (1995),gt10
1662,"Shawshank Redemption, The (1994)",gt10
1662,You've Got Mail (1998),gt10
1662,"Silence of the Lambs, The (1991)",-1
1662,Mission: Impossible II (2000),6to10
1662,"Lion King, The (1994)",6to10
1662,Toy Story (1995),gt10
1662,Slumdog Millionaire (2008),6to10
1661,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1661,"Godfather: Part II, The (1974)",gt10
1661,Ace Ventura: When Nature Calls (1995),gt10
1661,Star Wars: Episode VI - Return of the Jedi (1983),-1
1661,Charlie's Angels (2000),6to10
1661,"Lord of the Rings: The Two Towers, The (2002)",6to10
1661,"Truman Show, The (1998)",gt10
1661,Kill Bill: Vol. 2 (2004),6to10
1661,"Lion King, The (1994)",gt10
1661,"Day After Tomorrow, The (2004)",6to10
1666,Memento (2000),-1
1666,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1
1666,Requiem for a Dream (2000),1to5
1666,Pirates of the Caribbean: The Curse of the Black Pearl (2003),1to5
1666,"Lion King, The (1994)",6to10
1666,Seven (a.k.a. Se7en) (1995),1to5
1667,Ace Ventura: When Nature Calls (1995),6to10
1667,Ace Ventura: Pet Detective (1994),6to10
1667,Pirates of the Caribbean: The Curse of the Black Pearl (2003),6to10
1667,Terminator 2: Judgment Day (1991),1to5
1676,Dead Man Walking (1995),6to10
1676,"Day After Tomorrow, The (2004)",gt10
1676,"Rock, The (1996)",6to10
1676,"Shawshank Redemption, The (1994)",gt10
1676,"Matrix, The (1999)",6to10
1676,National Treasure (2004),gt10
1677,Requiem for a Dream (2000),6to10
1677,Edward Scissorhands (1990),6to10
1677,Apocalypse Now (1979),6to10
1677,Stargate (1994),1to5
1677,"Lord of the Rings: The Two Towers, The (2002)",1to5
1677,"Day After Tomorrow, The (2004)",1
1677,Seven (a.k.a. Se7en) (1995),1to5
1677,Trainspotting (1996),6to10
1677,Schindler's List (1993),1to5
1677,Independence Day (a.k.a. ID4) (1996),1to5
1678,"Silence of the Lambs, The (1991)",1to5
1678,"Shawshank Redemption, The (1994)",1
1678,Austin Powers: The Spy Who Shagged Me (1999),1to5
1679,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1to5
1679,"Lord of the Rings: The Two Towers, The (2002)",1to5
1679,Dead Man Walking (1995),1to5
1679,While You Were Sleeping (1995),1to5
1679,Waterworld (1995),1
1679,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1679,Fight Club (1999),6to10
1679,"Truman Show, The (1998)",1to5
1679,Austin Powers: International Man of Mystery (1997),1to5
1679,Back to the Future Part III (1990),6to10
1680,"Silence of the Lambs, The (1991)",1to5
1680,Pretty Woman (1990),1to5
1680,Total Recall (1990),1
1680,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),1to5
1680,"Wizard of Oz, The (1939)",6to10
1680,National Treasure (2004),1to5
1680,"Shawshank Redemption, The (1994)",1
1680,Back to the Future Part III (1990),1
1680,Mission: Impossible II (2000),1
1680,Pirates of the Caribbean: The Curse of the Black Pearl (2003),1to5
1681,This Is Spinal Tap (1984),gt10
1681,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1681,"Silence of the Lambs, The (1991)",6to10
1681,Dogma (1999),1to5
1681,"Shawshank Redemption, The (1994)",1to5
1681,Forrest Gump (1994),1to5
1681,M*A*S*H (a.k.a. MASH) (1970),6to10
1682,Total Recall (1990),gt10
1682,Get Shorty (1995),gt10
1682,Back to the Future Part III (1990),1to5
1682,"Goonies, The (1985)",1
1682,National Treasure (2004),6to10
1682,Toy Story (1995),1to5
1682,"Fifth Element, The (1997)",1to5
1682,Edward Scissorhands (1990),1
1682,"Silence of the Lambs, The (1991)",1
1682,"Shawshank Redemption, The (1994)",6to10
1683,Requiem for a Dream (2000),1
1683,"Silence of the Lambs, The (1991)",1to5
1683,"Lion King, The (1994)",6to10
1683,Star Wars: Episode VI - Return of the Jedi (1983),6to10
1683,Taxi Driver (1976),1to5
1683,"Shawshank Redemption, The (1994)",1to5
1683,Toy Story (1995),6to10
1683,Braveheart (1995),1to5
1683,"Lord of the Rings: The Two Towers, The (2002)",1to5
1683,"Matrix, The (1999)",1to5
1686,Minority Report (2002),1to5
1686,Alien (1979),1to5
1686,Kill Bill: Vol. 2 (2004),6to10
1686,"Lord of the Rings: The Two Towers, The (2002)",1to5
1686,"Pagemaster, The (1994)",gt10
1686,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1686,"Silence of the Lambs, The (1991)",1to5
1686,Eternal Sunshine of the Spotless Mind (2004),6to10
1686,Men in Black (a.k.a. MIB) (1997),6to10
1686,"Matrix, The (1999)",6to10
1687,Dark City (1998),6to10
1687,Back to the Future Part III (1990),6to10
1687,"English Patient, The (1996)",1to5
1687,"American President, The (1995)",1
1687,Clerks (1994),6to10
1687,Fight Club (1999),1
1687,Apollo 13 (1995),6to10
1687,Dead Man Walking (1995),6to10
1687,Independence Day (a.k.a. ID4) (1996),1to5
1687,Kill Bill: Vol. 2 (2004),1
1688,It's a Wonderful Life (1946),6to10
1688,"Nightmare Before Christmas, The (1993)",gt10
1688,One Flew Over the Cuckoo's Nest (1975),1to5
1688,Ace Ventura: Pet Detective (1994),gt10
1688,"Shawshank Redemption, The (1994)",1
1688,Independence Day (a.k.a. ID4) (1996),6to10
1688,"Day After Tomorrow, The (2004)",gt10
1688,"Silence of the Lambs, The (1991)",gt10
1688,Billy Elliot (2000),6to10
1688,Beauty and the Beast (1991),gt10
1689,Batman (1989),gt10
1689,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),gt10
1689,"Silence of the Lambs, The (1991)",gt10
1689,Beauty and the Beast (1991),gt10
1689,Forrest Gump (1994),gt10
